罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,現金被害の有無
窃盗,車上ねらい,常総,みらい平駅前交番,082350,茨城県,つくばみらい市,陽光台４丁目,2021-12-29,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,常総,三妻駐在所,082112,茨城県,常総市,三坂町,2021-06-07,09,その他,その他,施錠した,なし
窃盗,車上ねらい,常総,内守谷駐在所,082112,茨城県,常総市,内守谷町,2021-10-27,12,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,常総,内守谷駐在所,082112,茨城県,常総市,内守谷町きぬの里１丁目,2021-04-02,19,道路上,その他,施錠した,なし
窃盗,車上ねらい,常総,内守谷駐在所,082112,茨城県,常総市,内守谷町きぬの里３丁目,2021-11-26,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,常総,岡田駐在所,082112,茨城県,常総市,鴻野山,2021-03-11,19,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,常総,岡田駐在所,082112,茨城県,常総市,崎房,2021-12-17,17,その他,その他,施錠した,なし
窃盗,車上ねらい,常総,岡田駐在所,082112,茨城県,常総市,向石下,2021-08-26,19,その他,その他,施錠せず,なし
窃盗,車上ねらい,常総,所在地,082112,茨城県,常総市,新井木町,2020-12-28,17,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,常総,所在地,082112,茨城県,常総市,水海道宝町,2021-12-04,16,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,常総,所在地,082112,茨城県,常総市,水海道淵頭町,2021-05-13,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,常総,所在地,082112,茨城県,常総市,水海道山田町,2021-06-17,20,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,常総,所在地,082112,茨城県,常総市,水海道山田町,2021-09-24,19,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,常総,石下地区交番,082112,茨城県,常総市,新石下,2021-09-29,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,常総,石下地区交番,082112,茨城県,常総市,新石下,2021-09-29,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,常総,石下地区交番,082112,茨城県,常総市,新石下,2021-09-29,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,常総,石下地区交番,082112,茨城県,常総市,新石下,2021-10-17,16,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,常総,石下地区交番,082112,茨城県,常総市,大房,2021-09-29,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,常総,石下地区交番,082112,茨城県,常総市,東野原,2021-09-29,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,常総,石下地区交番,082112,茨城県,常総市,本石下,2021-02-28,16,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,常総,石下地区交番,082112,茨城県,常総市,本石下,2021-06-23,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,常総,石下地区交番,082112,茨城県,常総市,若宮戸,2021-07-22,20,その他,その他,施錠した,なし
窃盗,車上ねらい,常総,絹の台駐在所,082350,茨城県,つくばみらい市,絹の台５丁目,2021-10-14,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,常総,絹の台駐在所,082350,茨城県,つくばみらい市,絹の台６丁目,2021-04-11,20,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,常総,絹の台駐在所,082350,茨城県,つくばみらい市,小絹,2021-04-16,12,その他,その他,施錠せず,なし
窃盗,車上ねらい,常総,絹の台駐在所,082350,茨城県,つくばみらい市,小絹,2021-12-18,16,その他,その他,施錠した,なし
窃盗,車上ねらい,常総,豊岡駐在所,082112,茨城県,常総市,大生郷町,2020-12-29,18,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,古河,三和交番,082040,茨城県,古河市,上片田,2021-01-05,16,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,古河,三和交番,082040,茨城県,古河市,諸川,2021-02-25,18,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,古河,三和交番,082040,茨城県,古河市,諸川,2021-03-15,19,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,古河,三和交番,082040,茨城県,古河市,諸川,2021-05-16,15,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,古河,下山交番,082040,茨城県,古河市,旭町２丁目,2021-03-15,19,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,古河,下山交番,082040,茨城県,古河市,緑町,2021-01-02,18,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,古河,下山交番,082040,茨城県,古河市,緑町,2021-06-21,09,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,古河,下山交番,082040,茨城県,古河市,緑町,2021-12-09,07,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,古河,下山交番,082040,茨城県,古河市,南町,2021-03-07,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,古河,下山交番,082040,茨城県,古河市,雷電町,2021-03-01,17,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,古河,下山交番,082040,茨城県,古河市,上辺見,2021-07-23,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,古河,下山交番,082040,茨城県,古河市,上辺見,2021-10-20,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,古河,古河駅前交番,082040,茨城県,古河市,静町,2021-05-11,22,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,古河,古河駅前交番,082040,茨城県,古河市,常盤町,2021-08-11,19,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,古河,古河駅前交番,082040,茨城県,古河市,本町３丁目,2021-11-29,12,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,古河,古河駅前交番,082040,茨城県,古河市,宮前町,2021-07-04,19,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,古河,古河駅前交番,082040,茨城県,古河市,横山町３丁目,2021-08-26,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,古河,駒羽根交番,082040,茨城県,古河市,磯部,2021-08-02,10,一戸建住宅,その他,施錠せず,あり
窃盗,車上ねらい,古河,駒羽根交番,082040,茨城県,古河市,大堤,2021-09-09,21,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,古河,駒羽根交番,082040,茨城県,古河市,女沼,2021-01-31,05,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,古河,駒羽根交番,082040,茨城県,古河市,久能,2021-10-01,00,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,古河,駒羽根交番,082040,茨城県,古河市,東牛谷,2021-09-02,16,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,古河,駒羽根交番,082040,茨城県,古河市,前林,2021-07-22,00,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,古河,駒羽根交番,082040,茨城県,古河市,水海,2021-04-06,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,古河,駒羽根交番,082040,茨城県,古河市,水海,2021-05-08,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,古河,鴻巣交番,082040,茨城県,古河市,新久田,2021-09-21,08,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,古河,鴻巣交番,082040,茨城県,古河市,幸町,2021-08-16,01,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,古河,鴻巣交番,082040,茨城県,古河市,立崎,2021-01-13,19,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,境,小福田駐在所,085421,茨城県,五霞町,,2021-10-28,06,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,境,小福田駐在所,085421,茨城県,五霞町,大字小福田,2021-02-26,19,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,境,小福田駐在所,085421,茨城県,五霞町,大字小福田,2021-07-30,19,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,境,岩井地区交番,082287,茨城県,坂東市,岩井,2021-06-03,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,境,岩井地区交番,082287,茨城県,坂東市,岩井,2021-10-06,17,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,境,岩井地区交番,082287,茨城県,坂東市,岩井,2021-12-11,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,境,岩井地区交番,082287,茨城県,坂東市,岩井,2021-12-13,01,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,境,岩井地区交番,082287,茨城県,坂東市,小山,2021-09-27,22,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,境,岩井地区交番,082287,茨城県,坂東市,辺田,2021-05-01,14,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,境,岩井地区交番,082287,茨城県,坂東市,辺田,2021-12-10,22,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,境,岩井地区交番,082287,茨城県,坂東市,辺田,2021-12-12,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,境,岩井地区交番,082287,茨城県,坂東市,莚打,2021-03-07,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,境,所在地,085464,茨城県,境町,,2021-07-23,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,境,所在地,085464,茨城県,境町,,2021-07-25,00,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,境,所在地,085464,茨城県,境町,大字志鳥,2021-07-24,16,その他,その他,施錠せず,なし
窃盗,車上ねらい,境,所在地,085464,茨城県,境町,大字塚崎,2021-02-11,07,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,境,所在地,085464,茨城県,境町,大字長井戸,2021-03-26,14,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,境,所在地,085464,茨城県,境町,大字長井戸,2021-07-24,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,境,所在地,085464,茨城県,境町,陽光台２丁目,2021-07-24,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,境,所在地,085464,茨城県,境町,,2021-03-26,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,境,所在地,085464,茨城県,境町,,2021-05-07,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,境,所在地,085464,茨城県,境町,,2021-05-14,07,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,境,所在地,085464,茨城県,境町,,2021-06-14,11,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,境,所在地,085464,茨城県,境町,,2021-07-24,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,境,所在地,085464,茨城県,境町,,2021-07-25,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,境,沓掛駐在所,082287,茨城県,坂東市,沓掛,2021-02-25,15,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,境,猫実駐在所,082287,茨城県,坂東市,大口,2021-05-06,10,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,境,矢作駐在所,082287,茨城県,坂東市,大崎,2021-10-29,12,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,境,飯島駐在所,082287,茨城県,坂東市,弓田,2021-12-03,20,その他,その他,施錠せず,なし
窃盗,車上ねらい,取手,久保ヶ丘交番,082244,茨城県,守谷市,久保ケ丘１丁目,2021-10-14,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,取手,久保ヶ丘交番,082244,茨城県,守谷市,久保ケ丘２丁目,2021-03-27,19,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,取手,久保ヶ丘交番,082244,茨城県,守谷市,立沢,2021-01-13,18,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,取手,利根地区交番,085642,茨城県,利根町,大字上曽根,2021-08-27,18,一戸建住宅,その他,施錠した,なし
窃盗,車上ねらい,取手,利根地区交番,085642,茨城県,利根町,大字惣新田,2021-09-28,19,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,取手,利根地区交番,085642,茨城県,利根町,大字立木,2021-05-21,18,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,取手,利根地区交番,085642,茨城県,利根町,大字布川,2021-04-18,13,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,取手,利根地区交番,085642,茨城県,利根町,大字布川,2021-04-30,19,道路上,その他,施錠した,なし
窃盗,車上ねらい,取手,利根地区交番,085642,茨城県,利根町,もえぎ野台３丁目,2021-01-22,20,道路上,その他,施錠した,あり
窃盗,車上ねらい,取手,南守谷交番,082244,茨城県,守谷市,けやき台４丁目,2021-11-15,11,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,取手,南守谷交番,082244,茨城県,守谷市,けやき台６丁目,2021-02-25,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,取手,取手駅前交番,082171,茨城県,取手市,青柳,2021-03-22,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,取手,取手駅前交番,082171,茨城県,取手市,青柳,2021-12-02,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,取手,取手駅前交番,082171,茨城県,取手市,井野２丁目,2021-12-02,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,取手,取手駅前交番,082171,茨城県,取手市,井野団地,2021-03-03,23,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,取手,取手駅前交番,082171,茨城県,取手市,井野団地,2021-03-18,21,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,取手,取手駅前交番,082171,茨城県,取手市,取手２丁目,2021-03-16,04,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,取手,取手駅前交番,082171,茨城県,取手市,取手３丁目,2021-05-15,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,取手,取手駅前交番,082171,茨城県,取手市,取手３丁目,2021-10-19,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,取手,取手駅前交番,082171,茨城県,取手市,東３丁目,2021-12-02,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,取手,取手駅前交番,082171,茨城県,取手市,東６丁目,2021-04-16,13,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,取手,取手駅前交番,082171,茨城県,取手市,吉田,2021-12-02,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,取手,守谷地区交番,082244,茨城県,守谷市,大柏,2021-02-12,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,取手,守谷地区交番,082244,茨城県,守谷市,本町,2021-06-30,09,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,取手,守谷地区交番,082244,茨城県,守谷市,本町,2021-11-26,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,取手,守谷地区交番,082244,茨城県,守谷市,松ケ丘２丁目,2021-12-18,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,取手,守谷地区交番,082244,茨城県,守谷市,松ケ丘６丁目,2021-12-19,09,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,取手,守谷地区交番,082244,茨城県,守谷市,松ケ丘７丁目,2021-12-18,19,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,取手,守谷地区交番,082244,茨城県,守谷市,中央４丁目,2021-06-19,13,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,取手,守谷地区交番,082244,茨城県,守谷市,中央４丁目,2021-07-02,05,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,取手,守谷地区交番,082244,茨城県,守谷市,松並青葉１丁目,2021-02-10,17,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,取手,小文間駐在所,082171,茨城県,取手市,小文間,2021-01-20,01,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,取手,戸頭交番,082171,茨城県,取手市,米ノ井,2021-04-02,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,取手,戸頭交番,082171,茨城県,取手市,戸頭,2021-11-16,10,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,取手,戸頭交番,082171,茨城県,取手市,戸頭３丁目,2021-04-29,09,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,取手,白山交番,082171,茨城県,取手市,井野台２丁目,2021-01-19,20,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,取手,白山交番,082171,茨城県,取手市,寺田,2021-05-28,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,取手,白山交番,082171,茨城県,取手市,寺田,2021-11-11,19,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,牛久,ひたち野交番,082198,茨城県,牛久市,柏田町,2021-03-09,03,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,牛久,ひたち野交番,082198,茨城県,牛久市,猪子町,2021-04-18,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,牛久,ひたち野交番,082198,茨城県,牛久市,ひたち野西３丁目,2021-06-25,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,牛久,ひたち野交番,082198,茨城県,牛久市,ひたち野東１丁目,2021-01-30,02,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,牛久,ひたち野交番,082198,茨城県,牛久市,ひたち野東２丁目,2021-02-23,18,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,牛久,ひたち野交番,084433,茨城県,阿見町,うずら野３丁目,2021-05-23,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,牛久,ひたち野交番,084433,茨城県,阿見町,うずら野４丁目,2021-05-24,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,牛久,ひたち野交番,084433,茨城県,阿見町,うずら野４丁目,2021-05-25,00,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,牛久,ひたち野交番,084433,茨城県,阿見町,本郷２丁目,2021-05-23,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,牛久,ひたち野交番,084433,茨城県,阿見町,本郷２丁目,2021-05-24,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,牛久,ひたち野交番,084433,茨城県,阿見町,本郷３丁目,2021-05-24,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,牛久,栄町交番,082198,茨城県,牛久市,女化町,2021-11-16,19,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,牛久,栄町交番,082198,茨城県,牛久市,栄町４丁目,2021-10-22,14,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,牛久,栄町交番,082198,茨城県,牛久市,上柏田４丁目,2021-09-11,15,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,牛久,栄町交番,082198,茨城県,牛久市,さくら台１丁目,2021-03-15,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,牛久,栄町交番,082198,茨城県,牛久市,さくら台１丁目,2021-04-26,17,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,牛久,牛久駅前交番,082198,茨城県,牛久市,牛久町,2021-01-27,12,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,牛久,牛久駅前交番,082198,茨城県,牛久市,牛久町,2021-03-15,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,牛久,牛久駅前交番,082198,茨城県,牛久市,牛久町,2021-06-10,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,牛久,牛久駅前交番,082198,茨城県,牛久市,刈谷町２丁目,2021-03-15,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,牛久,牛久駅前交番,082198,茨城県,牛久市,田宮町,2021-04-20,17,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,牛久,牛久駅前交番,082198,茨城県,牛久市,遠山町,2021-06-04,16,その他,その他,施錠した,なし
窃盗,車上ねらい,牛久,牛久駅前交番,082198,茨城県,牛久市,南１丁目,2021-01-20,14,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,牛久,牛久駅前交番,082198,茨城県,牛久市,南３丁目,2021-11-05,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,牛久,牛久駅前交番,082198,茨城県,牛久市,南３丁目,2021-12-22,18,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,牛久,牛久駅前交番,082198,茨城県,牛久市,南５丁目,2021-05-24,12,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,牛久,阿見地区交番,084433,茨城県,阿見町,大字阿見,2020-07-01,00,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,牛久,阿見地区交番,084433,茨城県,阿見町,大字阿見,2021-04-16,14,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,牛久,阿見地区交番,084433,茨城県,阿見町,大字阿見,2021-04-17,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,牛久,阿見地区交番,084433,茨城県,阿見町,大字鈴木,2021-04-10,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,牛久,阿見地区交番,084433,茨城県,阿見町,大字鈴木,2021-09-04,00,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,牛久,阿見地区交番,084433,茨城県,阿見町,大字鈴木,2021-09-27,14,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,牛久,阿見地区交番,084433,茨城県,阿見町,中央３丁目,2021-04-10,23,その他の住宅（３階建て以下共同住宅等）,その他,施錠した,あり
窃盗,車上ねらい,牛久,阿見地区交番,084433,茨城県,阿見町,中央４丁目,2021-12-26,10,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,牛久,阿見地区交番,084433,茨城県,阿見町,中央５丁目,2021-04-09,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,牛久,阿見地区交番,084433,茨城県,阿見町,中央５丁目,2021-05-02,03,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,牛久,阿見地区交番,084433,茨城県,阿見町,岡崎１丁目,2021-10-11,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,牛久,阿見地区交番,084433,茨城県,阿見町,岡崎２丁目,2021-04-10,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,牛久,阿見地区交番,084433,茨城県,阿見町,岡崎２丁目,2021-04-10,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,ひたちなか,佐和交番,082210,茨城県,ひたちなか市,大字稲田,2021-09-13,00,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,ひたちなか,佐和交番,082210,茨城県,ひたちなか市,大字足崎,2021-08-01,08,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,ひたちなか,佐和交番,082210,茨城県,ひたちなか市,小貫山１丁目,2021-04-07,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,ひたちなか,勝田駅前交番,082210,茨城県,ひたちなか市,石川町,2021-04-27,09,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,ひたちなか,勝田駅前交番,082210,茨城県,ひたちなか市,石川町,2021-05-30,15,その他,その他,施錠せず,なし
窃盗,車上ねらい,ひたちなか,勝田駅前交番,082210,茨城県,ひたちなか市,東大島３丁目,2021-03-20,21,道路上,その他,施錠した,あり
窃盗,車上ねらい,ひたちなか,市毛交番,082210,茨城県,ひたちなか市,大字市毛,2020-06-22,20,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,ひたちなか,市毛交番,082210,茨城県,ひたちなか市,大字市毛,2021-12-11,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,ひたちなか,市毛交番,082210,茨城県,ひたちなか市,大字津田,2021-03-24,17,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,ひたちなか,市毛交番,082210,茨城県,ひたちなか市,大字津田,2021-06-26,09,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,ひたちなか,平磯駐在所,082210,茨城県,ひたちなか市,平磯町,2021-09-17,18,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,ひたちなか,東海地区交番,083411,茨城県,東海村,大字白方,2021-07-20,15,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,ひたちなか,東海地区交番,083411,茨城県,東海村,大字船場,2021-08-05,07,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,ひたちなか,東海地区交番,083411,茨城県,東海村,大字村松,2021-08-02,09,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,ひたちなか,東海地区交番,083411,茨城県,東海村,舟石川駅西１丁目,2021-03-05,07,道路上,その他,施錠せず,なし
窃盗,車上ねらい,ひたちなか,東海地区交番,083411,茨城県,東海村,舟石川駅西２丁目,2021-04-26,10,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,ひたちなか,東海地区交番,083411,茨城県,東海村,舟石川駅東１丁目,2021-07-28,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,ひたちなか,那珂湊警察センター所在地,082210,茨城県,ひたちなか市,釈迦町,2021-11-05,09,駐車（輪）場,駐車（輪）場,施錠せず,なし
